Fecha;Medio;Año;Posición;Artista;Canción;Nacionalidad;Género
Diciembre;Radio;2022;25;Charles , Eddie;Would I Lie To You?;US;Pop
Diciembre;Radio;2022;26;Ozuna;Hey Mor;PR;Urbano
Diciembre;Radio;2022;27;Chayanne;Como Tu Y Yo;PR;Pop
Diciembre;Radio;2022;28;Harry Styles;Watermelon Sugar;GB;Pop
Diciembre;Radio;2022;29;JosÃ© Feliciano;Feliz Navidad;US;Pop
Diciembre;Radio;2022;30;Rema, Selena Gomez;Calm Down;NG, US;Pop
Diciembre;Radio;2022;31;Pailita, Big Cvyu;Na Na Na;CL;Urbano
Diciembre;Radio;2022;32;Los AutÃ©nticos Decadentes;El Murguero;AR;Rock
Diciembre;Radio;2022;33;SebastiÃ¡n Yatra;Tacones Rojos;CO;Pop
Diciembre;Radio;2022;34;Calvin Harris, Justin Timberlake, Halsey , Pharrell Williams;Stay With Me;US, US;Electrónica
Diciembre;Radio;2022;35;Young Cister;La Terapia;CL;Urbano
Diciembre;Radio;2022;36;Lizzo;2 Be Loved;US;Pop
Diciembre;Radio;2022;37;BeyoncÃ©;CUFF IT;US;Pop
Diciembre;Radio;2022;38;Martinwhite;V16;CL;Urbano
Diciembre;Radio;2022;39;Nicole;Hoy;DE;Rock
Diciembre;Radio;2022;40;John , Yoko And The Plastic Ono Band Wit;Happy Xmas (War Is Over);US;Rock
Diciembre;Radio;2022;41;The Rudeboyz, Maluma , Adam Levine;OjalÃ¡;CO, CO;Urbano
Diciembre;Radio;2022;42;Dua Lipa;Love Again;GB;Pop
Diciembre;Radio;2022;43;Santa Feria Ft Zumbale Primo;Que Te Vaya Bien;CL;Latino/Tropical
Diciembre;Radio;2022;44;Rauw Alejandro;Punto 40;PR;Urbano
Diciembre;Radio;2022;45;Camilo;Pegao;ES;Pop
Diciembre;Radio;2022;46;Young Cister;Ganas;CL;Urbano
Diciembre;Radio;2022;47;Xian;Perreo Pa Los Flaites;CL;Urbano
Diciembre;Radio;2022;48;Bruno Mars, Anderson .Paak;Leave The Door Open;US, US;Pop
Diciembre;Radio;2022;49;Mon Laferte;Tu Falta De Querer;MX;Pop
Diciembre;Radio;2022;50;Reggaeton Boys;Otra Noche;CL;Urbano
Diciembre;Radio;2022;51;Pablo Pesadilla, PolimÃ¡ Westcoast, Nickoog;BABY OTAKU;CL;Urbano
Diciembre;Radio;2022;52;Mon Laferte;AmÃ¡rrame;MX;Pop
Diciembre;Radio;2022;53;David Guetta, Bebe Rexha;IÂ´M Good(Blue);FR, US;Electrónica
Diciembre;Radio;2022;54;Charlie Puth (Ft. Jungkook Of Bts);Left And Right;US;Pop
Diciembre;Radio;2022;55;Zion , Lennox;Wayo;US;Urbano
Diciembre;Radio;2022;56;Wisin , Yandel, RosalÃ­a;Besos Moja2;PR, ES;Urbano
Diciembre;Radio;2022;57;Ed Sheeran;Bad Habits;GB;Pop
Diciembre;Radio;2022;58;Ed Sheeran;Shape Of You;GB;Pop
Diciembre;Radio;2022;59;Daddy Yankee, Myke Towers;Ulala;PR, PR;Urbano
Diciembre;Radio;2022;60;Camilo , Evaluna Montaner;Indigo;ES;Pop
Diciembre;Radio;2022;61;Paloma Mami;No Te Enamores;US;Urbano
Diciembre;Radio;2022;62;Pablo AlborÃ¡n;Amigos;ES;Pop
Diciembre;Radio;2022;63;Shania Twain;Man! I Feel Like A Woman!;CA;Pop
Diciembre;Radio;2022;64;Farruko;Pepas;PR;Urbano
Diciembre;Radio;2022;65;Dua Lipa;Dont Start Now;GB;Pop
Diciembre;Radio;2022;66;Los Bunkers;Bailando Solo;CL;Rock
Diciembre;Radio;2022;67;Dua Lipa;LEVITATING;GB;Pop
Diciembre;Radio;2022;68;Luis Fonsi Feat. Demi Lovato;Echame La Culpa;PR;Pop
Diciembre;Radio;2022;69;Cris Mj, Tiago Pzk;Fiera;CL, AR;Urbano
Diciembre;Radio;2022;70;Justin Timberlake;CAN'T STOP THE FEELING!;US;Pop
Diciembre;Radio;2022;71;Zzoilo, Aitana;Mon Amour;ES, ES;Pop
Diciembre;Radio;2022;72;Daddy Yankee;RUMBATON;PR;Urbano
Diciembre;Radio;2022;73;David Versailles / Joss B;ELLA QUIERE SALIR;CL;Urbano
Diciembre;Radio;2022;74;Sam Smith;Unholy;GB;Pop
Diciembre;Radio;2022;75;Pharrell Williams;Happy;US;Pop
Diciembre;Radio;2022;76;Paloma Mami;FingÃ­as;US;Urbano
Diciembre;Radio;2022;77;Tones And I;Dance Monkey;AU;Pop
Diciembre;Radio;2022;78;J Ross;Fantasy;CL;Urbano
Diciembre;Radio;2022;79;Paloma Mami, Pailita , El Jordan 23;SÃ­ntomas De Soltera;US;Urbano
Diciembre;Radio;2022;80;Joe Vasconcellos;Las Seis;CL;Rock
Diciembre;Radio;2022;81;Kim Mazelle;Young Hearts Run Free;US;Pop
Diciembre;Radio;2022;82;R.E.M.;Everybody Hurts;US;Rock
Diciembre;Radio;2022;83;Pedro Fernandes;Yo No Fui;MX;Latino/Tropical
Diciembre;Radio;2022;84;Feid;Feliz CumpleaÃ±os Ferxxo;CO;Urbano
Diciembre;Radio;2022;85;Rauw Alejandro;Todo De Ti;PR;Urbano
Diciembre;Radio;2022;86;Jack Johnson;Sitting, Waiting, Wishing;US;Rock
Diciembre;Radio;2022;87;Capital Cities;Kangaroo Court;US;Pop
Diciembre;Radio;2022;88;Pedro Fernandes;Me Encantas;MX;Latino/Tropical
Diciembre;Radio;2022;89;PolimÃ¡ Westcoast , Pailita;ULTRASOLO;CL;Urbano
Diciembre;Radio;2022;90;Piso 21, Danny Ocean;Felices Perdidos;CO, US;Urbano
Diciembre;Radio;2022;91;Noche De Brujas;Me Gusta Todo De Ti;CL;Latino/Tropical
Diciembre;Radio;2022;92;Lasso;Ojos Marrones;VE;Pop
Diciembre;Radio;2022;93;Denise Rosenthal;Centenas De Miles;CL;Pop
Diciembre;Radio;2022;94;Don Omar, Lil Jon;LETÂ´S GET CRAZY;PR, US;Urbano
Diciembre;Radio;2022;95;Daft Punk;Get Lucky Feat. Pharrell Williams;FR;Electrónica
Diciembre;Radio;2022;96;JESSE , JOY;Dueles;US;Pop
Diciembre;Radio;2022;97;Black Eyed Peas, Anitta , El Alfa;Simply The Best;US, BR;Pop
Diciembre;Radio;2022;98;Becky G , Karol G;Mamiii;DE;Urbano
Diciembre;Radio;2022;99;Santaferia;AlgÃºn DÃ­a VolverÃ¡s;CL;Latino/Tropical
Diciembre;Radio;2022;100;Adele;Easy On Me;GB;Pop
Enero;Radio;2023;1;Bizarrap, Shakira;Shakira: Bzrp Music Sessions;AR, CO;Urbano
Enero;Radio;2023;2;Manuel Turizo;La Bachata;CO;Urbano
Enero;Radio;2023;3;RosalÃ­a;DespechÃ¡;ES;Pop
Enero;Radio;2023;4;Harry Styles;As It Was;GB;Pop
Enero;Radio;2023;5;Bizarrap;Quevedo: Bzrp Music Sessions, Vol. 52;AR;Urbano
Enero;Radio;2023;6;Il Volo;Turandot:Nessun Dorma;IT;Otro
Enero;Radio;2023;7;Ozuna;Hey Mor;PR;Urbano
Enero;Radio;2023;8;Taylor Swift;Anti-Hero;US;Pop
Enero;Radio;2023;9;Shakira Y Ozuna;MonotonÃ­a;CO;Pop
Enero;Radio;2023;10;Rema, Selena Gomez;Calm Down;NG, US;Pop
Enero;Radio;2023;11;Harry Styles;Late Night Talking;GB;Pop
Enero;Radio;2023;12;Bunny, Bomba EstÃ©reo;Ojitos Lindos;JM, CO;Urbano
Enero;Radio;2023;13;Elton John , Britney Spears;Hold Me Closer;GB;Pop
Enero;Radio;2023;14;Lizzo;About Damn Time;US;Pop
Enero;Radio;2023;15;Camilo;Aeropuerto;ES;Pop
Enero;Radio;2023;16;Bad Bunny;TitÃ­ Me PreguntÃ³;PR;Urbano
Enero;Radio;2023;17;PolimÃ¡ Westcoast, Pailita, Feid, Paloma Mami;ULTRASOLO;CL, CO, US;Urbano
Enero;Radio;2023;18;Pablo AlborÃ¡n;Amigos;ES;Pop
Enero;Radio;2023;19;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Enero;Radio;2023;20;Los Prisioneros;Tren Al Sur;CL;Rock
Enero;Radio;2023;21;Quevedo, Myke Towers;Playa Del Ingles;PR;Pop
Enero;Radio;2023;22;Shakira , Rauw Alejandro;Te Felicito;CO;Pop
Enero;Radio;2023;23;Charles , Eddie;Would I Lie To You?;US;Pop
Enero;Radio;2023;24;The Weeknd;Blinding Lights;CA;Pop
Enero;Radio;2023;25;Lizzo;Be Loved (Am I Ready);US;Pop
Enero;Radio;2023;26;Santa Feria Ft Zumbale Primo;Que Te Vaya Bien;CL;Latino/Tropical
Enero;Radio;2023;27;Maluma;Junio;CO;Urbano
Enero;Radio;2023;28;SebastiÃ¡n Yatra;Tacones Rojos;CO;Pop
Enero;Radio;2023;29;Miley Cyrus;Flowers;US;Pop
Enero;Radio;2023;30;Harry Styles;Watermelon Sugar;GB;Pop
Enero;Radio;2023;31;Calvin Harris, Justin Timberlake, Halsey , Pharrell Williams;Stay With Me;US, US;Electrónica
Enero;Radio;2023;32;Young Cister;Ganas;CL;Urbano
Enero;Radio;2023;33;Denise Rosenthal;Lucha En Equilibrio;CL;Pop
Enero;Radio;2023;34;BeyoncÃ©;CUFF IT;US;Pop
Enero;Radio;2023;35;Young Cister;La Terapia;CL;Urbano
Enero;Radio;2023;36;Paloma Mami, Pailita , El Jordan 23;SÃ­ntomas De Soltera;US;Urbano
Enero;Radio;2023;37;Mon Laferte;Tu Falta De Querer;MX;Pop
Enero;Radio;2023;38;Rauw Alejandro;Punto 40;PR;Urbano
Enero;Radio;2023;39;Chayanne;Como Tu Y Yo;PR;Pop
Enero;Radio;2023;40;Xian;Perreo Pa Los Flaites;CL;Urbano
Enero;Radio;2023;41;Nicole;Hoy;DE;Rock
Enero;Radio;2023;42;Paloma Mami;No Te Enamores;US;Urbano
Enero;Radio;2023;43;Bellakath;Gatita;MX;Urbano
Enero;Radio;2023;44;Los Vasquez;Cumbia Cumbia Cumbia;CL;Latino/Tropical
Enero;Radio;2023;45;Mon Laferte;AmÃ¡rrame Feat. Juanes;MX;Pop
Enero;Radio;2023;46;Cris Mj, Tiago Pzk;Fiera;CL, AR;Urbano
Enero;Radio;2023;47;Lola Indigo, Luis Fonsi;Corazones Rotos;ES, PR;Pop
Enero;Radio;2023;48;Pailita, Big Cvyu;Na Na Na;CL;Urbano
Enero;Radio;2023;49;Camilo;Pegao;ES;Pop
Enero;Radio;2023;50;Pedro Fernandes;Yo No Fui;MX;Latino/Tropical
Enero;Radio;2023;51;Ed Sheeran;Shape Of You;GB;Pop
Enero;Radio;2023;52;Ed Sheeran;Bad Habits;GB;Pop
Enero;Radio;2023;53;PolimÃ¡ Westcoast, Quevedo, Mora;LACONE;CL, SE;Urbano
Enero;Radio;2023;54;Pablo Pesadilla, PolimÃ¡ Westcoast, Nickoog;BABY OTAKU;CL;Urbano
Enero;Radio;2023;55;Denise Rosenthal;Centenas De Miles De AÃ±os;CL;Pop
Enero;Radio;2023;56;Bruno Mars, Anderson .Paak;Leave The Door Open;US, US;Pop
Enero;Radio;2023;57;Dua Lipa;LEVITATING;GB;Pop
Enero;Radio;2023;58;Dua Lipa;Love Again;GB;Pop
Enero;Radio;2023;59;Dj Baladas Romanticas;Baladas RomÃ¡nticas Para Trabajar;Desconocido;Otro
Enero;Radio;2023;60;Luis Fonsi Feat. Demi Lovato;Echame La Culpa;PR;Pop
Enero;Radio;2023;61;Juanes;Amores Prohibidos;CO;Pop
Enero;Radio;2023;62;Reggaeton Boys;Otra Noche;CL;Urbano
Enero;Radio;2023;63;David Guetta, Bebe Rexha;IÂ´M Good(Blue);FR, US;Electrónica
Enero;Radio;2023;64;Rauw Alejandro;Todo De Ti;PR;Urbano
Enero;Radio;2023;65;Daddy Yankee, Myke Towers;Ulala;PR, PR;Urbano
Enero;Radio;2023;66;Dua Lipa;Dont Start Now;GB;Pop
Enero;Radio;2023;67;Nicki Nicole;FrÃ­o;AR;Urbano
Enero;Radio;2023;68;Tones And I;Dance Monkey;AU;Pop
Enero;Radio;2023;69;The Rudeboyz, Maluma , Adam Levine;Ojala;CO, CO;Urbano
Enero;Radio;2023;70;Cris Mj, Standly;Marisola;CL;Urbano
Enero;Radio;2023;71;Farruko;Pepas;PR;Urbano
Enero;Radio;2023;72;Zzoilo, Aitana;Mon Amour;ES, ES;Pop
Enero;Radio;2023;73;Karol G, Ovy On The Drums;Cairo;CO, CO;Urbano
Enero;Radio;2023;74;Charlie Puth (Ft. Jungkook Of Bts);Left And Right;US;Pop
Enero;Radio;2023;75;Los Tres;La Torre;CL;Rock
Enero;Radio;2023;76;Daddy Yankee;RUMBATON;PR;Urbano
Enero;Radio;2023;77;Pharrell Williams;Happy;US;Pop
Enero;Radio;2023;78;Pailita;Parcera;CL;Urbano
Enero;Radio;2023;79;Paloma Mami;FingÃ­as;US;Urbano
Enero;Radio;2023;80;Cris Mj;Marisola;CL;Urbano
Enero;Radio;2023;81;Gente De Zona Feat. Marc Anthony;La Gozadera;CU;Latino/Tropical
Enero;Radio;2023;82;Zion , Lennox;Wayo;US;Urbano
Enero;Radio;2023;83;Ovy On The Drums, Ozuna;CHAO BEBE;CO, PR;Urbano
Enero;Radio;2023;84;RÃ¡faga;Mentirosa;AR;Latino/Tropical
Enero;Radio;2023;85;Kim Mazelle;Young Hearts Run Free;US;Pop
Enero;Radio;2023;86;Wisin , Yandel, RosalÃ­a;Besos Moja2;PR, ES;Urbano
Enero;Radio;2023;87;Princesa Alba;YA NO SOY TU BABY;CL;Urbano
Enero;Radio;2023;88;Justin Timberlake;CAN'T STOP THE FEELING!;US;Pop
Enero;Radio;2023;89;Calvin Harris Feat Dua Lipa;One Kiss;GB;Pop
Enero;Radio;2023;90;Noche De Brujas;Oyeme;CL;Latino/Tropical
Enero;Radio;2023;91;Adele;Easy On Me;GB;Pop
Enero;Radio;2023;92;The Weeknd;Save Your Tears (With Ariana Grande) (Remix);CA;Pop
Enero;Radio;2023;93;Los Bunkers;Bailando Solo;CL;Rock
Enero;Radio;2023;94;Mario Guerrero;HAS SANADO MI VIDA;CL;Pop
Enero;Radio;2023;95;Bruno Mars;Just The Way You Are;US;Pop
Enero;Radio;2023;96;Drefquila, Red Fingers;Rica;CL;Urbano
Enero;Radio;2023;97;Lasso, Cami;Un MillÃ³n Como TÃº;VE, CL;Pop
Enero;Radio;2023;98;Camilo , Evaluna Montaner;Indigo;ES;Pop
Enero;Radio;2023;99;Santaferia;AlgÃºn DÃ­a VolverÃ¡s;CL;Latino/Tropical
Enero;Radio;2023;100;Maroon 5;Makes Me Wonder;US;Pop
Febrero;Radio;2023;1;Bizarrap, Shakira;Shakira: Bzrp Music Sessions, Vol. 53 por;AR, CO;Urbano
Febrero;Radio;2023;2;Manuel Turizo;La Bachata;CO;Urbano
Febrero;Radio;2023;3;Miley Cyrus;Flowers;US;Pop
Febrero;Radio;2023;4;RosalÃ­a;DespechÃ¡;ES;Pop
Febrero;Radio;2023;5;Harry Styles;As It Was;GB;Pop
Febrero;Radio;2023;6;Karol G;PROVENZA;CO;Urbano
Febrero;Radio;2023;7;Bizarrap;Quevedo: Bzrp Music Sessions, Vol. 52;AR;Urbano
Febrero;Radio;2023;8;Rema, Selena Gomez;Calm Down (With Selena Gomez);NG, US;Pop
Febrero;Radio;2023;9;Harry Styles;Late Night Talking;GB;Pop
Febrero;Radio;2023;10;Bad Bunny, Bomba EstÃ©reo;Ojitos Lindos;PR, CO;Urbano
Febrero;Radio;2023;11;Karol G Ft. Romeo Santos;X SI VOLVEMOS;CO;Urbano
Febrero;Radio;2023;12;Taylor Swift;Anti-Hero;US;Pop
Febrero;Radio;2023;13;Nicki Nicole;FrÃ­o;AR;Urbano
Febrero;Radio;2023;14;Arcangel, Bad Bunny;La Jumpa;PR, PR;Urbano
Febrero;Radio;2023;15;Ozuna;Hey Mor;PR;Urbano
Febrero;Radio;2023;16;BeyoncÃ©;CUFF IT;US;Pop
Febrero;Radio;2023;17;Rauw Alejandro , Daddy Yankee;PANTIES Y BRASIERES;PR;Urbano
Febrero;Radio;2023;18;Lizzo;About Damn Time;US;Pop
Febrero;Radio;2023;19;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Febrero;Radio;2023;20;Quevedo, Myke Towers;Playa Del Ingles;PR;Urbano
Febrero;Radio;2023;21;Camilo;Aeropuerto;ES;Pop
Febrero;Radio;2023;22;Shakira Y Ozuna;MonotonÃ­a;CO;Pop
Febrero;Radio;2023;23;The Weeknd;Blinding Lights;CA;Pop
Febrero;Radio;2023;24;Denise Rosenthal;Centenas De Miles De AÃ±os;CL;Pop
Febrero;Radio;2023;25;Paloma Mami;No Te Enamores;US;Pop
Febrero;Radio;2023;26;Bad Bunny;TitÃ­ Me PreguntÃ³;PR;Urbano
Febrero;Radio;2023;27;Pablo AlborÃ¡n;Amigos;ES;Pop
Febrero;Radio;2023;28;Lizzo;2 Be Loved;US;Pop
Febrero;Radio;2023;29;Santa Feria Ft Zumbale Primo;Que Te Vaya Bien;CL;Latino/Tropical
Febrero;Radio;2023;30;RosalÃ­a;LLYLM;ES;Pop
Febrero;Radio;2023;31;Paloma Mami, Pailita , El Jordan 23;SÃ­ntomas De Soltera;US;Urbano
Febrero;Radio;2023;32;PolimÃ¡ Westcoast, Quevedo, Mora;LACONE;CL, SE;Urbano
Febrero;Radio;2023;33;Young Cister;La Terapia;CL;Urbano
Febrero;Radio;2023;34;PolimÃ¡ Westcoast, Pailita, Feid, Paloma Mami;ULTRASOLO;CL, CO, US;Urbano
Febrero;Radio;2023;35;Harry Styles;Watermelon Sugar;GB;Pop
Febrero;Radio;2023;36;Young Cister;Ganas;CL;Urbano
Febrero;Radio;2023;37;Nicole;Hoy;DE;Rock
Febrero;Radio;2023;38;Ed Sheeran;Bad Habits;GB;Pop
Febrero;Radio;2023;39;Los Vasquez;Cumbia Cumbia Cumbia;CL;Latino/Tropical
Febrero;Radio;2023;40;Pablo Pesadilla, PolimÃ¡ Westcoast, Nickoog;BABY OTAKU;CL;Urbano
Febrero;Radio;2023;41;Elton John , Britney Spears;Hold Me Closer;GB;Pop
Febrero;Radio;2023;42;Romeo Santos;Propuesta Indecente;US;Latino/Tropical
Febrero;Radio;2023;43;Maluma , Marc Anthony;La FÃ³rmula;CO;Urbano
Febrero;Radio;2023;44;Camilo;Pegao;ES;Pop
Febrero;Radio;2023;45;SebastiÃ¡n Yatra;Tacones Rojos;CO;Pop
Febrero;Radio;2023;46;Dj Baladas Romanticas;Baladas RomÃ¡nticas Para Trabajar;Desconocido;Otro
Febrero;Radio;2023;47;Dua Lipa;Love Again;GB;Pop
Febrero;Radio;2023;48;Bruno Mars, Anderson .Paak;Leave The Door Open;US, US;Pop
Febrero;Radio;2023;49;Maluma;Junio;CO;Urbano
Febrero;Radio;2023;50;Shakira , Rauw Alejandro;Te Felicito;CO;Pop
Febrero;Radio;2023;51;Camilo , Evaluna Montaner;Indigo;ES;Pop
Febrero;Radio;2023;52;Camilo , Camila Cabello;Ambulancia;ES;Pop
Febrero;Radio;2023;53;Cris Mj, Standly;Marisola;CL;Urbano
Febrero;Radio;2023;54;Los Vasquez;MiÃ©nteme Una Vez;CL;Latino/Tropical
Febrero;Radio;2023;55;Rauw Alejandro;Punto 40;PR;Urbano
Febrero;Radio;2023;56;Karol G, Nicki Minaj;TUSA;CO, US;Urbano
Febrero;Radio;2023;57;Romeo Santos;Eres Mia;US;Latino/Tropical
Febrero;Radio;2023;58;Emilia;Underground;SE;Urbano
Febrero;Radio;2023;59;Pailita, Big Cvyu;Na Na Na;CL;Urbano
Febrero;Radio;2023;60;Mon Laferte;Tu Falta De Querer;MX;Pop
Febrero;Radio;2023;61;Farruko;Pepas;PR;Urbano
Febrero;Radio;2023;62;Cris Mj, Tiago Pzk;Fiera;CL, AR;Urbano
Febrero;Radio;2023;63;Pharrell Williams;Happy;US;Pop
Febrero;Radio;2023;64;Mon Laferte;AmÃ¡rrame Feat. Juanes;MX;Pop
Febrero;Radio;2023;65;Mon Laferte;Amor Completo;MX;Pop
Febrero;Radio;2023;66;Justin Timberlake;CAN'T STOP THE FEELING!;US;Pop
Febrero;Radio;2023;67;PolimÃ¡ Westcoast , Pailita;ULTRA SOLO;CL;Urbano
Febrero;Radio;2023;68;Dua Lipa;Don't Start Now;GB;Pop
Febrero;Radio;2023;69;Paloma Mami;FingÃ­as;US;Urbano
Febrero;Radio;2023;70;Tini , Maria Becerra;Mienteme;AR;Pop
Febrero;Radio;2023;71;Rauw Alejandro;Todo De Ti;PR;Urbano
Febrero;Radio;2023;72;David Guetta, Bebe Rexha;IÂ´M Good (Blue);FR, US;Electrónica
Febrero;Radio;2023;73;Tones And I;Dance Monkey;AU;Pop
Febrero;Radio;2023;74;Daddy Yankee, Myke Towers;Ulala;PR, PR;Urbano
Febrero;Radio;2023;75;Luis Fonsi, Ozuna;Imposible;PR, PR;Urbano
Febrero;Radio;2023;76;Ed Sheeran;Shape Of You;GB;Pop
Febrero;Radio;2023;77;Dua Lipa;LEVITATING;GB;Pop
Febrero;Radio;2023;78;Calvin Harris, Justin Timberlake, Halsey , Pharrell Williams;Stay With Me;US, US;Electrónica
Febrero;Radio;2023;79;Zzoilo, Aitana;Mon Amour (Remix);ES, ES;Pop
Febrero;Radio;2023;80;Adele;Easy On Me;GB;Pop
Febrero;Radio;2023;81;Daft Punk;Get Lucky Feat. Pharrell Williams;FR;Electrónica
Febrero;Radio;2023;82;Oliver Tree;Miss You;US;Pop
Febrero;Radio;2023;83;Xian;Perreo Pa Los Flaites;CL;Urbano
Febrero;Radio;2023;84;Reggaeton Boys;Otra Noche;CL;Urbano
Febrero;Radio;2023;85;Toto;Africa;US;Rock
Febrero;Radio;2023;86;Remers , Javiielo;To' Los Dias;PR;Urbano
Febrero;Radio;2023;87;Karol G, Ovy On The Drums;Cairo;CO, CO;Urbano
Febrero;Radio;2023;88;Ovy On The Drums, Ozuna;CHAO BEBE;CO, PR;Urbano
Febrero;Radio;2023;89;Young Cister, Taiko;DEBI LLEVARTE FLORES;CL;Urbano
Febrero;Radio;2023;90;Wisin , Yandel, RosalÃ­a;Besos Moja2;PR, ES;Urbano
Febrero;Radio;2023;91;Grupo Quetzal;El Condor Pasa;MX;Folk/Indie
Febrero;Radio;2023;92;Zion , Lennox;Wayo;US;Urbano
Febrero;Radio;2023;93;Daddy Yankee;RUMBATON;PR;Urbano
Febrero;Radio;2023;94;Princesa Alba;YA NO SOY TU BABY;CL;Urbano
Febrero;Radio;2023;95;Enrique Iglesias;Loco;ES;Pop
Febrero;Radio;2023;96;Morat;Cuando Nadie Ve;CO;Pop
Febrero;Radio;2023;97;Grupo Zumbale Primo;5 Dias;CL;Latino/Tropical
Febrero;Radio;2023;98;Los Jaivas;Sube A Nacer Conmigo Hermano;CL;Rock
Febrero;Radio;2023;99;Camilo;Vida De Rico;ES;Pop
Febrero;Radio;2023;100;Santaferia;AlgÃºn DÃ­a VolverÃ¡s;CL;Latino/Tropical
Marzo;Radio;2023;1;Bizarrap, Shakira;Shakira: Bzrp Music Sessions, Vol. 53;AR, CO;Urbano
Marzo;Radio;2023;2;Miley Cyrus;Flowers;US;Pop
Marzo;Radio;2023;3;Manuel Turizo;La Bachata;CO;Urbano
Marzo;Radio;2023;4;RosalÃ­a;DespechÃ¡;ES;Pop
Marzo;Radio;2023;5;Karol G, Shakira;TQG;CO, CO;Urbano
Marzo;Radio;2023;6;Karol G Ft. Romeo Santos;X SI VOLVEMOS;CO;Urbano
Marzo;Radio;2023;7;Ozuna;Hey Mor;PR;Urbano
Marzo;Radio;2023;8;Taylor Swift;Anti-Hero;US;Pop
Marzo;Radio;2023;9;RosalÃ­a;LLYLM;ES;Pop
Marzo;Radio;2023;10;Harry Styles;Late Night Talking;GB;Pop
Marzo;Radio;2023;11;Tini;Cupido;AR;Pop
Marzo;Radio;2023;12;Rema, Selena Gomez;Calm Down (With Selena Gomez);NG, US;Pop
Marzo;Radio;2023;13;Rauw Alejandro , Daddy Yankee;PANTIES Y BRASIERES;PR;Urbano
Marzo;Radio;2023;14;Gorillaz;Tormenta (Feat. Bad Bunny);GB;Pop
Marzo;Radio;2023;15;Quevedo, Myke Towers;Playa Del Ingles;PR;Urbano
Marzo;Radio;2023;16;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Marzo;Radio;2023;17;Karol G;PROVENZA;CO;Urbano
Marzo;Radio;2023;18;Romeo Santos;Propuesta Indecente;US;Latino/Tropical
Marzo;Radio;2023;19;Bad Bunny, Bomba EstÃ©reo;Ojitos Lindos;PR, CO;Urbano
Marzo;Radio;2023;20;BeyoncÃ©;CUFF IT;US;Pop
Marzo;Radio;2023;21;Young Cister;La Terapia;CL;Urbano
Marzo;Radio;2023;22;Lizzo;About Damn Time;US;Pop
Marzo;Radio;2023;23;Danny Ocean;Me Rehuso;US;Urbano
Marzo;Radio;2023;24;Denise Rosenthal;Centenas De Miles De AÃ±os;CL;Pop
Marzo;Radio;2023;25;Maluma , Marc Anthony;La FÃ³rmula;CO;Urbano
Marzo;Radio;2023;26;The Weeknd;Blinding Lights;CA;Pop
Marzo;Radio;2023;27;Bad Bunny;TitÃ­ Me PreguntÃ³;PR;Urbano
Marzo;Radio;2023;28;PolimÃ¡ Westcoast, Quevedo, Mora;LACONE;CL, SE;Urbano
Marzo;Radio;2023;29;Karol G, Shakira;TQG;CO, CO;Urbano
Marzo;Radio;2023;30;Lil Cake , Migrantes Feat. Nico Valdi;MERCHO;US;Urbano
Marzo;Radio;2023;31;Nicki Nicole;FrÃ­o;AR;Urbano
Marzo;Radio;2023;32;Emilia;Underground;SE;Urbano
Marzo;Radio;2023;33;Remers , Javiielo;To' Los Dias;PR;Urbano
Marzo;Radio;2023;34;Arcangel, Bad Bunny;La Jumpa;PR, PR;Urbano
Marzo;Radio;2023;35;SebastiÃ¡n Yatra;Tacones Rojos;CO;Pop
Marzo;Radio;2023;36;Los Bunkers;Rey;CL;Rock
Marzo;Radio;2023;37;Romeo Santos;Eres Mia;US;Latino/Tropical
Marzo;Radio;2023;38;Ceaese, Drefquila;Nalgaje;CL;Urbano
Marzo;Radio;2023;39;Maluma;Junio;CO;Urbano
Marzo;Radio;2023;40;Camilo , Camila Cabello;Ambulancia;ES;Pop
Marzo;Radio;2023;41;Harry Styles;Watermelon Sugar;GB;Pop
Marzo;Radio;2023;42;Bruno Mars, Anderson .Paak;Leave The Door Open;US, US;Pop
Marzo;Radio;2023;43;Los Bunkers;Ven AquÃ­;CL;Rock
Marzo;Radio;2023;44;Alicia Keys;Girl On Fire;US;Pop
Marzo;Radio;2023;45;Mon Laferte;Tu Falta De Querer;MX;Pop
Marzo;Radio;2023;46;Paloma Mami;No Te Enamores;US;Urbano
Marzo;Radio;2023;47;Los Bunkers;Llueve Sobre La Ciudad;CL;Rock
Marzo;Radio;2023;48;Ed Sheeran;Bad Habits;GB;Pop
Marzo;Radio;2023;49;Jason Mraz;I Feel Like Dancing;US;Pop
Marzo;Radio;2023;50;PolimÃ¡ Westcoast , Pailita;ULTRA SOLO;CL;Urbano
Marzo;Radio;2023;51;Ed Sheeran;Photograph;GB;Pop
Marzo;Radio;2023;52;Los Bunkers;Bailando Solo;CL;Rock
Marzo;Radio;2023;53;Shakira Y Ozuna;MonotonÃ­a;CO;Pop
Marzo;Radio;2023;54;Lizzo;2 Be Loved;US;Pop
Marzo;Radio;2023;55;Young Cister, Taiko;DEBI LLEVARTE FLORES;CL;Urbano
Marzo;Radio;2023;56;Charles , Eddie;Would I Lie To You?;US;Pop
Marzo;Radio;2023;57;Grupo Quetzal;El Condor Pasa;MX;Folk/Indie
